lake_id,station_id,country,subset,lake_name,lat_wgs84,lon_wgs84,altitude_m,area_ha,depth_mean_m,depth_max_m,cent_lat_wgs84,cent_lon_wgs84
397,397_1,SE,,Peuraure,66.77122948574224,18.14119373385425,443.1,1791.96,,,66.79160926861891,17.965617094584303
398,398_1,SE,,Piertinjaure,66.58753868455548,19.123882919601442,372.2,282.09,,,66.59412673928784,19.079946701314995
399,399_1,SE,,Prästtjärn,62.995431071658125,18.170791552941072,14.5,8.59,,,62.9951265105841,18.16871472003852
400,400_1,SE,,Puottaure,66.19193791290502,20.253153820125004,296.8,25.34,,,66.19649427635888,20.248459826911603
401,401_1,SE,,Purkijaure,66.63055227767148,19.58054493485782,272.4,1839.07,,16.0,66.6277973817289,19.503451334152345
402,402_1,SE,,Råbelövssjön,56.07699429503995,14.204377124017743,2.1,626.53,5.3,11.0,56.09956415014009,14.22916565067973
403,403_1,SE,,Rådasjön,59.999653718313105,13.59288583847804,124.0,1099.04,22.8,83.0,59.985169857241445,13.629809683289603
404,404_1,SE,,Rämen,60.31883834531019,15.200003428586934,245.9,747.81,,,60.30309824321619,15.17979757868855
405,405_1,SE,,Rammsjön,56.99916958451462,12.890963455860945,113.8,39.39,,,57.003317614495536,12.899990221245053
406,406_1,SE,,Ramsjön,57.84333535863838,14.424468965197232,221.7,148.14,7.7,19.0,57.8580681391233,14.429716986143042
407,407_1,SE,,Randijaure,66.65786675613481,19.399972597977712,284.1,5054.99,5.4,31.1,66.71577692694528,19.319162669995112
408,408_1,SE,,Ränken,59.76805341712492,12.31362362386936,87.6,1459.64,18.4,34.0,59.73358362609222,12.312960483458635
409,409_1,SE,,Rännögssjön (Rönnösjön),63.64978714419104,13.816592284978961,325.6,304.65,3.8,16.0,63.66274965811258,13.779397674169587
410,410_1,SE,,"Ransjön, Nedre",62.18757874088426,13.859800176565464,400.7,215.84,5.2,19.0,62.20609065593981,13.855530795997058
411,411_1,SE,,Rappen,66.48109919468726,17.70819321644779,488.5,2426.62,,35.0,66.40703436246166,17.78114259550162
412,412_1,SE,,Rasjön,57.56743216085358,13.891602649644756,243.3,389.07,5.2,16.0,57.58559513386801,13.902648652496591
413,413_1,SE,,Rätan,62.48659399155454,14.62463824104181,350.5,848.5,7.5,23.2,62.487555182737175,14.52725923960349
414,414_1,SE,,Raukasjön,64.89467478268651,14.603892372722333,511.5,728.82,,,64.91556161131652,14.537094694917624
415,415_1,SE,,Regnaren,58.89794730227862,15.822516495816435,51.2,843.96,4.3,11.4,58.88953889611994,15.777627856571813
416,416_1,SE,,Renåsjön (Renåvattnet),63.975424891057294,15.263056223527206,295.6,355.01,,,63.999719358927884,15.240634256628299
417,417_1,SE,,Rengen,64.06454684601454,14.113263344198062,341.0,2143.44,21.0,70.0,64.08982054773956,14.003651797371031
418,418_1,SE,,Revsundssjön,62.81403980467244,15.353408851703676,288.9,7303.6,,20.0,62.847139752069694,15.243038884157261
419,419_1,SE,,Riebnes,66.40320208300493,17.326661265185052,509.8,6294.53,,42.0,66.504042026898,17.134710684921668
420,420_1,SE,,Rocksjön,57.770689267828516,14.182210208812952,89.1,32.28,4.8,11.3,57.773957633339315,14.188793589518772
421,421_1,SE,,Rogsjön,60.71269852816214,15.58988828301781,155.8,1781.15,17.2,65.0,60.73156066282036,15.592136405033383
422,422_1,SE,,"Röjden (Rögden, Stora)",60.390809080592675,12.624790000678063,280.0,1562.47,,,60.416060587994906,12.524046387385326
423,423_1,SE,,Rörsjön,64.94317296941306,14.151081495702437,545.6,77.33,,,64.94988467918685,14.140834354717857
424,424_1,SE,,Rörvattnet,63.962071672136965,14.074750219892984,365.5,533.21,4.3,33.9,63.95641051046841,14.014277878166931
425,425_1,SE,,Röströmssjön,64.26670762578364,16.135092414348648,261.2,1044.55,5.1,20.2,64.21131713740303,16.233429044242826
425,425_2,SE,,Röströmssjön Södra Delen,64.21267973491076,16.21682517460465,261.2,1044.55,5.1,20.2,64.21131713740303,16.233429044242826
426,426_1,SE,,Rotsjön,59.57864918403506,15.80957074130299,68.1,12.07,,,59.580482659659616,15.807945069223669
427,427_1,SE,,Rottnen,56.73741465040673,15.172384623890107,148.9,3233.72,4.5,18.0,56.74588372187059,15.11137070549626
428,428_1,SE,,Roxen,58.51288948544768,15.972290533822123,33.5,9450.47,4.7,8.5,58.50218319006336,15.674942884703766
429,429_1,SE,,Rudusjön,60.17593050423928,16.47229517772301,67.6,89.27,,,60.176329640786605,16.45502764427985
430,430_1,SE,,Runn,60.468223057912496,15.589517901043122,107.4,6318.84,,27.0,60.532822219826684,15.665141921684949
431,431_1,SE,,Ruokojärvi,66.63111701015535,23.272116545484575,155.6,95.56,,,66.61888451613248,23.298239418289917
432,432_1,SE,,Rutajärvi,66.0173808648527,23.51162637811358,45.8,137.38,,,66.02200949880944,23.525438051761217
433,433_1,SE,,Ryven,57.96910961050343,16.39066375766756,30.4,127.23,10.7,28.0,57.978804017714225,16.357567759179794
434,434_1,SE,,Saddajaure,66.41166913054548,18.32801348131761,431.1,2037.14,,,66.40860194886369,18.206928998509294
435,435_1,SE,,Såduggen,57.99360477185756,16.310579195200017,53.2,89.91,,,58.00154348808262,16.286787151435757
436,436_1,SE,,Sädvajaure,66.43962528631384,16.83038170409014,476.5,3984.12,23.7,120.0,66.47139446289992,16.52296227393489
437,437_1,SE,,Saggat,66.87332051064986,18.21391028699839,302.7,3360.86,,83.0,66.88841516074443,17.927969566017975
438,438_1,SE,,Saittajärvi,67.35478138520944,22.284184863092374,209.8,349.43,,,67.34578267760202,22.26174563218318
439,439_1,SE,,Salen Södra Delen,56.801626522386215,14.581700722101125,142.0,1792.73,2.3,5.6,56.83065027107361,14.560726976761167
440,440_1,SE,,Sällsjön,63.23762259339806,13.693929258693375,395.1,464.12,8.4,25.3,63.20709005669539,13.704498711190245
441,441_1,SE,,Sandsjön,65.24050172583672,17.689142876422377,326.4,690.76,,,65.22505356766082,17.70699679881288
442,442_1,SE,,Sandvikssjön,63.59208963075042,14.722846572566972,284.0,1208.16,8.5,42.0,63.6176635417524,14.728137433832309
443,443_1,SE,,Särnasjön,61.6614292032011,13.240191133668718,422.5,559.74,,,61.69079829496901,13.159097679335106
444,444_1,SE,,Satihaure,67.50461329175813,18.44881785452374,451.0,6840.25,,,67.46200746492222,18.778796568010605
445,445_1,SE,,Sautusjärvi,67.85804587990498,20.63990942287239,324.4,2417.7,,,67.86174490961044,20.7359021012692
446,446_1,SE,,Sävsjön,57.563803757350264,14.610697992074599,308.6,30.18,2.1,3.7,57.567961546196244,14.60879275868277
447,447_1,SE,,Seckan,60.722548320497054,15.87472999276967,120.9,37.67,,,60.727895927889,15.887225142528013
448,448_1,SE,,Sidsjön,62.3778353176179,17.279766422670217,68.4,34.31,3.0,13.6,62.37309399345566,17.27591100906851
449,449_1,SE,,Siksjön,64.32270509728689,17.723638274023642,395.7,452.41,,,64.32950768421412,17.77597116882007
450,450_1,SE,,Siljan Österviken,60.747279625815075,14.961627250429697,161.6,29075.69,,120.0,60.86903580988566,14.795728068531346
450,450_2,SE,,Siljan Rättviken,60.88232672478141,15.03171883449161,161.6,29075.69,,120.0,60.86903580988566,14.795728068531346
450,450_3,SE,,Siljan Saxviken,61.002604630058265,14.555582938383099,161.6,29075.69,,120.0,60.86903580988566,14.795728068531346
450,450_4,SE,,Siljan Storsiljan So Sollerön,60.89825419889449,14.736548664884893,161.6,29075.69,,120.0,60.86903580988566,14.795728068531346
450,450_5,SE,,Siljan Västersjön,60.91892181784941,14.53305227584947,161.6,29075.69,,120.0,60.86903580988566,14.795728068531346
451,451_1,SE,,Simmelsjön,59.99506656026798,15.122434100969222,292.7,145.53,6.0,19.0,59.974546977688284,15.110689107984374
452,452_1,SE,,Skagern,58.986244018777846,14.112138404968569,68.7,13141.76,26.8,72.0,58.9859870776068,14.278549443530771
453,453_1,SE,,Skalka,66.79805502188454,19.05510327211526,296.7,4876.64,,30.0,66.84958793381143,18.851354846573347
454,454_1,SE,,Skalmsjösjön,63.50622295485445,17.768324811796806,162.8,49.91,,,63.51151362182029,17.74562338511371
455,455_1,SE,,Skålsjön,62.634669280757066,14.201956598204069,437.6,97.1,3.0,13.0,62.64171107969503,14.173540287446539
456,456_1,SE,,Skärfajaure,66.44842468789831,17.919218342611337,451.9,1271.25,,,66.49053919745333,17.8427438191678
457,457_1,SE,,Skattungen,61.19138141748084,14.923733435232554,200.2,1940.07,,52.5,61.19300438287821,15.022288832715265
458,458_1,SE,,Smågan,61.0442178488085,13.492450875369606,478.7,120.06,,,61.055324647591306,13.492046935225964
459,459_1,SE,,Södertjärn,62.104197258826886,16.663179136899764,130.7,23.86,,5.0,62.10185558546217,16.662443038577443
460,460_1,SE,,Södra Barken,60.018010287975514,15.75743559793097,100.6,1388.6,,,60.02433894189717,15.651337719443177
461,461_1,SE,,Södra Dellen,61.756450326919655,16.859507946232295,43.4,4988.07,24.0,53.0,61.807229338557825,16.70405270975479
462,462_1,SE,,Södra Hörken,60.02746499706674,15.039794386777585,257.9,800.06,8.6,43.2,60.0388852110391,15.030390110240662
463,463_1,SE,,Södra Lisjön,59.671651797481054,16.067244852114445,58.2,237.77,3.3,8.7,59.684362671315284,16.070292404867306
464,464_1,SE,,Södra Lötsjön,61.02294088268531,12.83280067234145,423.0,144.0,5.9,12.0,61.01047408784042,12.849636641257147
465,465_1,SE,,Solgen,57.54431212307276,15.11468491748163,195.5,2150.46,5.4,20.0,57.559325690497296,15.148591377019883
466,466_1,SE,,Sommen,58.146912527321014,15.040547241530021,147.1,12971.2,16.7,53.0,58.00613024830297,15.201151374986756
467,467_1,SE,,Sörabysjön,57.046972503875814,14.872526488198199,173.0,265.96,2.6,3.7,57.04132515197713,14.886967056128814
468,468_1,SE,,Sösjön,62.74777053057685,15.498821528571252,384.6,169.26,,,62.764174574472285,15.479125622260433
469,469_1,SE,,Sottern,59.014646710824955,15.540418548940027,72.1,2764.57,4.3,16.0,59.03272122210031,15.484838312923312
470,470_1,SE,,Soutujärvi,67.43303483632687,21.057038385255456,378.8,456.75,,,67.42610481501266,21.092797552266067
471,471_1,SE,,Sporrsjön,63.732442218766714,15.806601375150121,276.1,936.8,0.7,5.0,63.75683051699133,15.755810849705398
472,472_1,SE,,Stamseleviken,63.692051686522916,15.886245476405497,273.5,670.02,,,63.71853008625296,15.793317599953182
473,473_1,SE,,Stavsjön,62.32839940027404,13.759407484968708,401.1,141.84,,35.0,62.33914204237873,13.766064259950769
474,474_1,SE,,Stensjön,57.49552167305552,12.170578136654827,11.4,289.04,12.7,21.0,57.49133527674258,12.2019714199444
475,475_1,SE,,Stensjön,57.65524253945528,12.042604971794576,49.4,38.73,4.4,10.6,57.659160161595985,12.04728837874579
476,476_1,SE,,Stensjön Vid Gränna,58.06563931700749,14.607527618124598,187.9,19.17,,,58.06938928216479,14.604632013900764
477,477_1,SE,,Stensjön Vid Huskvarna,57.74663400664055,14.376936538988843,212.8,317.75,,10.0,57.73868978476242,14.384822923215799
478,478_1,SE,,Stentjärn,60.174900264821716,14.714210270617333,276.6,6.14,,,60.17450875273865,14.714797878470996
479,479_1,SE,,Stödesjön,62.375063780175125,16.863946156439518,51.5,1618.68,22.7,66.0,62.3933849240532,16.70324986931417
480,480_1,SE,,Stora Arksjön,64.6478946739947,15.696351007757336,355.7,866.58,5.2,14.4,64.68579805413185,15.543475297506694
481,481_1,SE,,Stora Avlången,60.011282369842405,15.116541680817287,281.0,312.6,6.2,28.0,60.000815558187014,15.14362517399319
482,482_1,SE,,Stora Bastuträsket,65.01784542162996,17.70081003425738,265.2,341.46,,,65.02282788681062,17.665013922238362
483,483_1,SE,,Stora Björken,59.12746326957555,14.517019888572232,93.3,428.9,7.1,21.0,59.15585417986914,14.48301217157075
484,484_1,SE,,Stora Dysjön,61.092923057370896,12.75333059667463,430.9,39.03,,,61.09849021771572,12.747447226308593
485,485_1,SE,,Stora Färgen,56.98589873283213,13.33433841836658,134.0,624.25,3.5,10.0,56.96048643258124,13.34133248784582
486,486_1,SE,,Stora Flat,59.617798613277785,11.959657577130212,183.2,81.35,,10.0,59.626943779201284,11.953841814695659
487,487_1,SE,,Stora Hullsjön,62.55283449476246,16.63620334213056,301.2,510.35,,,62.5322992043887,16.667000907336575
488,488_1,SE,,Stora Kloten,59.89384692067606,15.286187571081317,266.4,486.75,7.1,36.0,59.86928240942259,15.275434927921218
489,489_1,SE,,Stora Kvammarn,64.94533909705063,19.307959086049067,293.0,1052.63,,19.3,64.96293254995929,19.194822515710214
490,490_1,SE,,Stora Laxsjön,62.74305356492183,17.211658151602972,268.1,1132.7,11.4,31.2,62.77827152648408,17.207514080305938
491,491_1,SE,,Stora Le,59.325414383383226,11.843679465438523,104.0,13302.42,,55.0,59.236425602790824,11.866879326946288
492,492_1,SE,,Stora Lindessjön,59.58735094293687,15.231272873325041,61.0,108.23,3.2,8.0,59.58463557400776,15.222647645766155
493,493_1,SE,,Stora Lulevatten,67.03040126299018,19.78171877449358,372.1,16159.99,,28.0,67.15485787404124,19.412029732567902
494,494_1,SE,,Stora Nätaren,57.81615659380776,14.530171475593276,252.3,743.93,4.2,16.7,57.80157976893035,14.55804408974892
495,495_1,SE,,Stora Raijan,64.62067007741274,15.376249287741716,366.1,564.83,3.9,14.8,64.6343883099011,15.382318698023012
496,496_1,SE,,Stora Rängen,58.275782711524634,15.736167855865896,84.9,1086.2,4.9,27.0,58.26186285738776,15.706347968289245
497,497_1,SE,,Stora Ransaren,65.17704008346088,15.073835866801932,594.3,2809.8,21.1,59.7,65.24210154921113,15.009759703184312
498,498_1,SE,,Stora Sjougden,64.53512787156669,15.085258999424596,452.5,3021.92,9.2,33.0,64.57281475220094,15.010896218736217
499,499_1,SE,,Stora Skeppträsket,65.18566686490279,18.91979746292391,309.4,1136.27,,32.1,65.21085557778801,18.82000739831775
500,500_1,SE,,Stora Tjulträsket,65.96191016575972,16.06788417567234,542.0,521.17,21.2,38.0,65.9599012484781,16.00147584808518
501,501_1,SE,,Stora Vällan,60.576275388084696,15.585876380195245,180.1,245.6,2.4,8.0,60.588954658161526,15.563708680014923
502,502_1,SE,,Storavan,65.67401098926366,18.14330964468343,420.3,18227.67,7.1,21.0,65.71756409540171,18.246846811724467
15,15_2,SE,,Stor-Blåsjön Lilla Blåsjön-Delen,64.75158108980791,14.187605561990361,448.7,928.54,,72.0,64.85590236225794,14.224444447484531
15,15_3,SE,,Stor-Blåsjön Stora Blåsjön-Delen,64.79617919543449,14.163888914766732,448.7,928.54,,72.0,64.85590236225794,14.224444447484531
503,503_1,SE,,Stor-Burvattnet,63.977308866725416,13.33613499689728,564.1,1121.58,,,64.0062394125619,13.321727709048057
504,504_1,SE,,Stordammen,60.19494030453524,17.91527015271026,40.1,340.45,1.6,3.2,60.20305105633307,17.952104893343495
505,505_1,SE,,Stor-Degersjön,63.21971384073717,18.039299483913094,243.7,1249.35,14.6,41.0,63.181174158581925,18.080547074386228
506,506_1,SE,,Stor-Flaten (Stora Flate,60.65001736097934,14.42520151328388,292.9,1129.81,,,60.675055033008135,14.434478222664977
240,240_2,SE,,Stor-Jorm,64.62832844020816,14.109411562142178,346.2,2385.97,,,64.63130282164852,14.091813023520995
507,507_1,SE,,Storjuktan,65.32098626857382,17.33133721046071,409.6,5487.95,8.1,32.4,65.41730464978707,17.097073225207687
508,508_1,SE,,Stor-Laisan Stor-Laisan-Delen,65.73909563421955,15.338324760969359,454.0,1297.35,,36.0,65.74312330095115,15.25430124142213
509,509_1,SE,,Stor-Mjölkvattnet,63.85009900372294,13.376998699540122,552.2,1383.03,,,63.901974237358026,13.343276166854181
510,510_1,SE,,Stornien,61.599100484277315,16.76637236578633,164.7,514.35,,22.0,61.59835832154994,16.680438592071486
511,511_1,SE,,Stor-Rensjön,63.6740171471654,12.438035222731239,502.2,4837.75,,140.0,63.631905117469906,12.563452696373485
512,512_1,SE,,Storselsjön,63.74599196111548,18.131614358930378,330.1,66.21,2.6,10.0,63.75676208292604,18.11476061459149
513,513_1,SE,,Storsjön,60.61214883549239,16.905457837406367,62.4,7026.09,3.7,15.0,60.57429259101356,16.756157194902087
514,514_1,SE,,Storsjön,61.94194828050115,17.166319551820056,42.2,1271.19,5.8,32.0,61.95241907524961,17.133720033900186
515,515_1,SE,,Storsjön,62.78446870287976,13.245872993105992,566.4,2749.89,,27.0,62.80042779099949,13.131277013332813
516,516_1,SE,,Storsjön,62.87921048192347,14.468533332871901,293.4,45344.52,,74.0,63.13723891107336,14.349577256094461
517,517_1,SE,,Storsjön,63.554698788817284,17.253506216586423,238.5,1778.6,,,63.54412584484531,17.192675483728305
516,516_2,SE,,Storsjön Åssjön,63.22776681371444,14.512125052812502,293.4,45344.52,,74.0,63.13723891107336,14.349577256094461
516,516_3,SE,,Storsjön Brunfloviken,63.1446509264091,14.65467602714929,293.4,45344.52,,74.0,63.13723891107336,14.349577256094461
516,516_4,SE,,Storsjön Flaket,63.19194617430064,14.334909820222256,293.4,45344.52,,74.0,63.13723891107336,14.349577256094461
518,518_1,SE,,Stor-Skälsjön,62.81939660875643,16.853581807147275,260.2,1036.08,5.3,21.0,62.79890978551264,16.929641272100007
519,519_1,SE,,Stortjärn,63.95692604737384,15.926381902137823,301.6,42.96,,,63.95974664823134,15.918604377848583
520,520_1,SE,,Storuman,65.09457665381467,17.100697665785933,351.8,16890.16,,135.0,65.23549648197631,16.77890181639859
521,521_1,SE,,Storvindeln,65.63685742695576,17.450649395880063,341.9,5180.94,11.7,35.9,65.71829385998629,17.140550017245065
522,522_1,SE,,Ströms Vattudal,63.92587943090367,15.45846832603874,286.9,2053.93,,55.6,64.30015529364492,15.011821538328979
522,522_2,SE,,Ströms Vattudal Torsfjärden,64.32740687091757,14.957102501390168,286.9,2053.93,,55.6,64.30015529364492,15.011821538328979
523,523_1,SE,,Suddesjaure,65.90718823753136,19.124306047268902,337.4,315.67,,,65.89819926184812,19.11194031127717
524,524_1,SE,,Suijajärvi,68.21382863136728,22.758011897095134,348.6,79.52,3.4,10.5,68.2074251283608,22.76453790086789
525,525_1,SE,,Sundsjön,57.48879799369126,12.240335269396565,15.2,80.36,7.0,18.5,57.48977058059484,12.26028534385685
522,522_3,SE,,Svaningssjön,64.24093186201378,15.149004969381906,286.9,2053.93,,55.6,64.30015529364492,15.011821538328979
526,526_1,SE,,Svärdsjön,60.743337262038494,15.921709022657954,138.1,533.61,4.2,17.5,60.76269929198976,15.91854352842031
527,527_1,SE,,Syvajärvi,66.81660585710651,23.54375932479366,186.9,65.36,,,66.8229081036852,23.528037034733448
528,528_1,SE,,Tåkern,58.38651572216013,14.837212896898494,94.7,4382.98,,1.9,58.35137688283195,14.809939733115401
529,529_1,SE,,Talljärv,66.2766735911986,22.22127050219772,230.2,123.3,,,66.28499949364135,22.2333986086216
530,530_1,SE,,Tandsjön,61.74731492760395,14.665564487407668,450.7,413.19,3.6,25.0,61.725719284064084,14.707560134653248
531,531_1,SE,,Tandsjön,61.09110797966932,12.874069028681099,470.4,179.02,4.6,23.0,61.07938583706037,12.900097075191475
532,532_1,SE,,Tängvattnet,65.83096604566425,14.904517670117974,473.7,1432.05,25.0,53.5,65.83056799728348,14.815036812838727
533,533_1,SE,,Tänndalssjön,62.52762339140548,12.367658220229693,717.3,158.23,6.4,36.0,62.53335255152948,12.353213585504687
534,534_1,SE,,Tansen,60.6871481179992,15.472194921627912,138.1,80.26,,,60.68519285923722,15.454066700009932
535,535_1,SE,,Tårrajaure,66.41965634892686,19.741550438114814,360.0,432.08,,,66.4125805581403,19.727585233596322
536,536_1,SE,,Tåsjön,64.16073252044308,16.00721997038082,253.0,4474.78,,58.0,64.28382359812588,15.779683479898907
537,537_1,SE,,Teen,59.12766433528304,14.673325995435341,66.1,603.83,,,59.10946936202931,14.668311483515808
538,538_1,SE,,Tegelträsket,63.93942244418758,17.925668873394496,383.0,387.93,,,63.921950081642265,17.916868110483048
539,539_1,SE,,Tingstädeträsk,57.732372807036995,18.61414070403735,45.3,465.22,0.7,1.6,57.72820836534323,18.630750087731695
540,540_1,SE,,Tisjön,59.60584553555898,15.786372250968066,75.0,30.89,1.2,2.4,59.60225949532443,15.788625944481456
541,541_1,SE,,Tisjön (Tysjön),60.93935777434439,12.90816526044647,432.3,2690.6,,20.0,60.90928910858644,12.992688977736108
542,542_1,SE,,Tisnaren,58.945057337484634,16.080324935932982,44.3,3758.32,7.8,23.0,58.94599984129313,15.939787987614706
543,543_1,SE,,Tjåmotisjaure,66.9093138294765,18.508183285182458,296.8,1621.99,,26.0,66.90345407886906,18.437785342149215
544,544_1,SE,,Tjeggelvas,66.52376083903752,17.790858287305962,451.7,6642.18,3.4,65.0,66.61848965519887,17.56749769576139
545,545_1,SE,,Toftan,60.65624076438493,15.782436058863135,120.4,761.77,,,60.67384721856983,15.785158936598753
546,546_1,SE,,Toften,59.08417669816245,14.648944378852056,75.6,1810.7,,11.1,59.0575433133803,14.587642475762625
547,547_1,SE,,Torneträsk,68.19397864529299,19.988619068594023,342.6,32753.4,51.8,168.0,68.3375209707385,19.259304453307553
548,548_1,SE,,Torpsjön,62.48436352873553,16.24215932225789,59.4,296.98,,11.0,62.48757872862665,16.186116428523086
549,549_1,SE,,Torrön,63.89850895285286,12.97385278845616,415.7,10231.02,,108.0,63.89298587338014,12.952530002531613
549,549_2,SE,,Torrön Ängsfjärden,63.80151551618963,13.064826489050816,415.7,10231.02,,108.0,63.89298587338014,12.952530002531613
549,549_3,SE,,Torrön Norra Delen,63.95877876642824,12.845224364079092,415.7,10231.02,,108.0,63.89298587338014,12.952530002531613
550,550_1,SE,,Torrvarpen  Norra O. Mellersta Delen,59.70230121060313,14.499601143770589,175.0,2253.9,14.3,65.0,59.69815162529804,14.501083234823046
550,550_2,SE,,Torrvarpen Södra Delen,59.66679734258479,14.540909566034273,175.0,2253.9,14.3,65.0,59.69815162529804,14.501083234823046
551,551_1,SE,,Tossåssjön,62.93154846928632,13.228104282300851,764.0,111.35,,,62.933299902035415,13.2434086416218
552,552_1,SE,,Toven,57.62696893474964,16.5677682645769,4.1,68.42,,,57.639645794132505,16.57355234498287
553,553_1,SE,,Trängsletsjön Nedre Delen,61.38162158922728,13.738522288863837,422.0,3631.59,,,61.51007010481471,13.538583140450303
554,554_1,SE,,Trehörningssjön,57.68209712225123,13.671274293524743,328.1,159.44,1.4,3.1,57.68260039295312,13.685122350371088
555,555_1,SE,,Tvärsjön,57.74840032904625,12.399657756932191,97.2,95.89,17.4,34.5,57.750817984230245,12.3936354772003
556,556_1,SE,,Tyckeln,61.820439586945135,14.642358561685626,408.5,292.98,,5.0,61.82793499203607,14.59825117434309
557,557_1,SE,,Tyngsjön,60.27985078386845,13.854213622681351,313.3,272.05,,,60.27656401408108,13.88071680092296
3,3_2,SE,,Uddjaure,65.84644944307563,18.042882290467524,420.9,24714.97,,,65.98059598883587,17.724906560756857
558,558_1,SE,,Ullungen,61.38611637794062,15.823790381880547,154.4,108.39,2.2,6.0,61.391448584183685,15.813565970861104
559,559_1,SE,,Ulvsjön,61.61587728851902,14.173499765373077,583.9,43.87,,,61.60819276887445,14.173494370663459
560,560_1,SE,,Ulvsjön,62.26124525761524,16.443368081597296,373.8,125.79,4.5,11.0,62.26492584693056,16.424941559502475
561,561_1,SE,,Umnässjön,65.42350252882954,16.17149185550154,351.8,1268.85,16.7,43.8,65.45355540054524,16.055540382575757
562,562_1,SE,,Unden,58.75548629772831,14.387582013617264,117.8,9238.97,30.7,86.0,58.78114767895666,14.457777237639037
563,563_1,SE,,Uppämten,60.14090999745317,13.796743607602252,185.0,65.81,2.6,7.0,60.144697232841736,13.802816185270027
564,564_1,SE,,Ursjön,59.71129296856084,16.03699489804852,93.9,5.53,,,59.71348117078221,16.03764075180824
565,565_1,SE,,Uspen,57.77481367265354,12.396159438297502,94.6,148.29,11.6,26.0,57.76333210664983,12.403842309285997
566,566_1,SE,,Vågsjön,59.69954502338944,15.97013534283882,86.2,321.37,6.2,16.0,59.70482717533832,15.991975028125857
226,226_2,SE,,Vaikijaure,66.63134778256101,19.81998113866652,260.0,2539.92,,11.0,66.66793524903437,19.705679400294528
567,567_1,SE,,Vällen,60.03766976969058,18.347132907245648,13.9,880.44,2.8,5.0,60.034210355224296,18.326600009320426
568,568_1,SE,,Vallentunasjön,59.48101912287539,18.01920946776955,8.1,575.12,2.4,5.0,59.50555706811077,18.03725916261962
569,569_1,SE,,Valsjön,64.01985258033152,14.207410637850062,332.2,913.36,20.7,72.0,64.04363627716685,14.150418961594855
570,570_1,SE,,Vanderydsvattnet,58.16788494257743,12.41146421689847,73.2,1020.18,3.8,18.0,58.1327414625144,12.372824880553381
571,571_1,SE,,Vänern Borgvikssjön,59.34594148873751,12.974979142417991,44.4,548431.23,,57.0,58.91006072400582,13.287133117603318
571,571_2,SE,,Vänern Brandsfjorden,58.43125853608686,12.654890410880169,44.4,548431.23,,57.0,58.91006072400582,13.287133117603318
571,571_3,SE,,Vänern Kinneviken,58.57911222745338,13.243572614153573,44.4,548431.23,,57.0,58.91006072400582,13.287133117603318
571,571_4,SE,,Vänern Mariestadssjön,58.732314430574576,13.776356929991415,44.4,548431.23,,57.0,58.91006072400582,13.287133117603318
571,571_5,SE,,Vänern Vänersborgsviken,58.48071552461018,12.478922031417664,44.4,548431.23,,57.0,58.91006072400582,13.287133117603318
571,571_6,SE,,Vänern Varnumsviken,59.32030247791862,14.07516634423332,44.4,548431.23,,57.0,58.91006072400582,13.287133117603318
572,572_1,SE,,Vängelsjön,63.7054290523103,16.291977844785684,221.9,612.11,3.4,17.1,63.713731678067695,16.212243213623616
573,573_1,SE,,Vansjön,61.314763284777676,13.401749458697807,438.4,266.56,1.4,9.0,61.33867844396372,13.376030333750942
574,574_1,SE,,Värmeln,59.372282892829254,12.943215957244195,56.0,7423.05,11.4,44.0,59.536713669136724,12.916366657162147
575,575_1,SE,,Varpan,60.62827018235418,15.605251740741382,115.2,722.11,9.8,26.0,60.64968015281661,15.604383822162395
576,576_1,SE,,Varpen,61.30323139182625,16.498303855813273,52.2,769.26,,12.7,61.32903848175605,16.441808851337335
577,577_1,SE,,Väsman,60.15478227284359,15.184300717034361,154.9,3889.41,,53.0,60.185517141472744,15.073100705471544
578,578_1,SE,,Vassbotten,58.49034113023861,11.72389751513293,65.5,32.99,3.0,18.0,58.49251742890447,11.730850071840573
579,579_1,SE,,Vassijaure,68.4504260798596,18.247004446562517,461.1,618.05,,,68.43900128192014,18.20063618204992
580,580_1,SE,,Västansjön,65.73767302306601,15.168302705942745,453.1,426.68,,23.0,65.7452490599568,15.1304648416519
581,581_1,SE,,Västervattnan,62.34890015520521,12.648240569388516,751.7,321.9,,,62.35503347474302,12.613653768874705
582,582_1,SE,,Västlandasjön,59.54992095127187,15.772436938434277,49.9,493.8,2.1,5.4,59.54780771658494,15.747008189487135
583,583_1,SE,,Västra Fiskåvattnet,64.40998882029953,14.757079635352998,364.1,733.67,,,64.42398511234083,14.710482351263467
584,584_1,SE,,Västra Lägern,57.83278435743601,15.093512867746828,207.8,1090.93,,,57.81218915125633,15.076454159835365
585,585_1,SE,,Västra Laxsjön,58.9330082725069,14.631084568057664,130.2,905.59,1.6,13.0,58.9048008014329,14.643077241806873
586,586_1,SE,,Västra Marssjön,65.01688361166153,15.419730880127213,534.0,457.93,,,65.02009644975175,15.386113480984406
587,587_1,SE,,Västra Örten,59.635005661752594,13.555767845780366,71.1,895.84,,18.0,59.65933208401996,13.609442172834619
588,588_1,SE,,Västra Ringsjön,55.911656205118625,13.442184145848884,54.2,1434.82,2.7,5.7,55.89261642580719,13.472137502093513
589,589_1,SE,,Västra Styran,58.9784367584821,17.85991596217242,24.9,139.03,3.9,6.8,58.973994843424784,17.848690471911524
