lake_id,station_id,country,subset,lake_name,lat_wgs84,lon_wgs84,altitude_m,area_ha,depth_mean_m,depth_max_m,cent_lat_wgs84,cent_lon_wgs84
125,125_1,SE,,Göuta,65.60160711424673,15.51862893966985,441.0,3141.97,17.2,58.0,65.66466017647167,15.411712976748628
126,126_1,SE,,Graningesjön,63.055738236044384,17.01115919093585,203.4,1721.78,,,63.01229503581515,17.087546947267718
127,127_1,SE,,Gränssjön,59.740036958936614,15.022733293910946,184.1,194.17,6.4,27.0,59.73751555106985,15.011366627057438
128,128_1,SE,,Granträsket Nr 1,64.43786686421991,18.097044090684744,453.1,104.37,,,64.43716451412722,18.081680640088997
129,129_1,SE,,Grindsjön,59.080332105936264,17.88397008923295,32.3,139.66,9.0,19.5,59.085086842839836,17.872636057862643
130,130_1,SE,,Grötingen (Grötingsjön),62.86014706067103,15.569924584134519,265.2,469.45,,,62.86259573054225,15.48248319542585
131,131_1,SE,,Grövelsjön,62.10684640484229,12.293326184091137,763.2,410.67,11.6,34.0,62.13647655457379,12.283111190156443
132,132_1,SE,,Gruvsjön,58.271042995827564,16.020914587975078,81.6,10.76,,,58.267785509384304,16.026843215742254
133,133_1,SE,,Grycken,60.433410568272556,16.210974092803102,127.0,1028.07,,,60.457839017478975,16.216932914258507
134,134_1,SE,,Grycken,60.92402205920917,12.896644314897122,429.8,40.92,,,60.933365018888026,12.894583784380455
135,135_1,SE,,Gryten,59.00687986940632,14.489334621756894,139.7,72.56,,,59.001158663900185,14.490579194960334
136,136_1,SE,,Gunnarvattnet,64.09260332083473,14.13411932456227,388.5,337.25,11.8,31.0,64.11008811880271,14.127689383402782
137,137_1,SE,,Haggen,60.12088886137895,15.274696133869723,150.9,858.56,8.5,29.0,60.09279928380593,15.233799160982688
138,138_1,SE,,Häggsjön,63.50848231374609,12.711278691520796,436.9,789.15,,36.0,63.52496875698596,12.671049389526118
139,139_1,SE,,Häggsjön,63.88829820047822,14.341534494962028,320.3,1554.33,,57.0,63.89721377888002,14.284928073084211
140,140_1,SE,,Hajs Sjö,58.00071839347467,12.141449536960042,0.3,7.56,,,58.00259504787936,12.143713493958712
141,141_1,SE,,Halasjön,63.411277968638586,15.351621090678664,327.7,360.83,,,63.39595854511367,15.347757252331997
